task_id,run_id,flow_id,hpo_config,predictive_accuracy
16,577315,3987,"{'weka.PART(4)_C': '0.25', 'weka.PART(4)_M': '2', 'weka.PART(4)_Q': '1', 'weka.AttributeSelectedClassifier_PART(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_PART(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_PART(1)_W': 'weka.classifiers.rules.PART'}",0.84
16,577362,3988,"{'weka.AttributeSelectedClassifier_DecisionStump(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_DecisionStump(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_DecisionStump(1)_W': 'weka.classifiers.trees.DecisionStump'}",0.1945
16,577406,3989,"{'weka.LADTree(7)_B': '10', 'weka.AttributeSelectedClassifier_LADTree(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_LADTree(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_LADTree(1)_W': 'weka.classifiers.trees.LADTree'}",0.769
16,577452,3990,"{'weka.LMT(4)_I': '-1', 'weka.LMT(4)_M': '15', 'weka.LMT(4)_W': '0.0', 'weka.AttributeSelectedClassifier_LMT(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_LMT(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_LMT(1)_W': 'weka.classifiers.trees.LMT'}",0.951
16,577578,3905,"{'weka.BayesNet(1)_D': 'true', 'weka.BayesNet(1)_Q': 'weka.classifiers.bayes.net.search.local.K2'}",0.9235
16,577701,3910,"{'weka.IBk(7)_K': '1', 'weka.IBk(7)_W': '0', 'weka.IBk(7)_A': 'true', 'weka.AdaBoostM1_IBk(5)_P': '100', 'weka.AdaBoostM1_IBk(5)_S': '1', 'weka.AdaBoostM1_IBk(5)_I': '10', 'weka.AdaBoostM1_IBk(5)_W': 'weka.classifiers.lazy.IBk'}",0.964
16,577842,2272,"{'weka.Bagging_DecisionStump(3)_P': '100', 'weka.Bagging_DecisionStump(3)_S': '1', 'weka.Bagging_DecisionStump(3)_num-slots': '1', 'weka.Bagging_DecisionStump(3)_I': '10', 'weka.Bagging_DecisionStump(3)_W': 'weka.classifiers.trees.DecisionStump'}",0.198
16,577881,3448,"{'weka.IBk(7)_K': '1', 'weka.IBk(7)_W': '0', 'weka.IBk(7)_A': 'true', 'weka.Bagging_IBk(3)_P': '100', 'weka.Bagging_IBk(3)_S': '1', 'weka.Bagging_IBk(3)_num-slots': '1', 'weka.Bagging_IBk(3)_I': '10', 'weka.Bagging_IBk(3)_W': 'weka.classifiers.lazy.IBk'}",0.9635
16,577920,2269,"{'weka.J48(33)_C': '0.25', 'weka.J48(33)_M': '2', 'weka.Bagging_J48(5)_P': '100', 'weka.Bagging_J48(5)_S': '1', 'weka.Bagging_J48(5)_num-slots': '1', 'weka.Bagging_J48(5)_I': '10', 'weka.Bagging_J48(5)_W': 'weka.classifiers.trees.J48'}",0.901
16,577960,2136,"{'weka.JRip(5)_F': '3', 'weka.JRip(5)_N': '2.0', 'weka.JRip(5)_O': '2', 'weka.JRip(5)_S': '1', 'weka.Bagging_JRip(3)_P': '100', 'weka.Bagging_JRip(3)_S': '1', 'weka.Bagging_JRip(3)_num-slots': '1', 'weka.Bagging_JRip(3)_I': '10', 'weka.Bagging_JRip(3)_W': 'weka.classifiers.rules.JRip'}",0.931
16,578047,2283,"{'weka.Bagging_NaiveBayes(9)_P': '100', 'weka.Bagging_NaiveBayes(9)_S': '1', 'weka.Bagging_NaiveBayes(9)_num-slots': '1', 'weka.Bagging_NaiveBayes(9)_I': '10', 'weka.Bagging_NaiveBayes(9)_W': 'weka.classifiers.bayes.NaiveBayes'}",0.9335
16,578128,2140,"{'weka.RandomTree(11)_K': '0', 'weka.RandomTree(11)_M': '1.0', 'weka.RandomTree(11)_V': '0.001', 'weka.RandomTree(11)_S': '1', 'weka.Bagging_RandomTree(9)_P': '100', 'weka.Bagging_RandomTree(9)_S': '1', 'weka.Bagging_RandomTree(9)_num-slots': '1', 'weka.Bagging_RandomTree(9)_I': '10', 'weka.Bagging_RandomTree(9)_W': 'weka.classifiers.trees.RandomTree'}",0.91
16,578164,1880,{},0.935
16,578224,2791,"{'weka.KStar(4)_B': '20', 'weka.KStar(4)_M': 'a'}",0.9405
16,578239,3935,"{'weka.LWL_DecisionStump(4)_A': 'true', 'weka.LWL_DecisionStump(4)_K': '-1', 'weka.LWL_DecisionStump(4)_U': '0', 'weka.LWL_DecisionStump(4)_W': 'weka.classifiers.trees.DecisionStump'}",0.6425
16,578304,3947,"{'weka.J48(33)_C': '0.25', 'weka.J48(33)_M': '2', 'weka.LWL_J48(3)_A': 'true', 'weka.LWL_J48(3)_K': '-1', 'weka.LWL_J48(3)_U': '0', 'weka.LWL_J48(3)_W': 'weka.classifiers.trees.J48'}",0.845
16,578338,3949,"{'weka.RandomTree(11)_K': '0', 'weka.RandomTree(11)_M': '1.0', 'weka.RandomTree(11)_V': '0.001', 'weka.RandomTree(11)_S': '1', 'weka.LWL_RandomTree(3)_A': 'true', 'weka.LWL_RandomTree(3)_K': '-1', 'weka.LWL_RandomTree(3)_U': '0', 'weka.LWL_RandomTree(3)_W': 'weka.classifiers.trees.RandomTree'}",0.7465
16,578388,3951,"{'weka.M5P(4)_M': '4.0', 'weka.ClassificationViaRegression_M5P(3)_W': 'weka.classifiers.trees.M5P'}",0.9035
16,578429,2072,"{'weka.CVParameterSelection_ZeroR(3)_X': '10', 'weka.CVParameterSelection_ZeroR(3)_S': '1', 'weka.CVParameterSelection_ZeroR(3)_W': 'weka.classifiers.rules.ZeroR'}",0.1
16,578482,2070,"{'weka.REPTree(15)_M': '2', 'weka.REPTree(15)_V': '0.001', 'weka.REPTree(15)_N': '3', 'weka.REPTree(15)_S': '1', 'weka.REPTree(15)_L': '-1', 'weka.REPTree(15)_I': '0.0', 'weka.RandomSubSpace_REPTree(6)_P': '0.5', 'weka.RandomSubSpace_REPTree(6)_S': '1', 'weka.RandomSubSpace_REPTree(6)_num-slots': '1', 'weka.RandomSubSpace_REPTree(6)_I': '10', 'weka.RandomSubSpace_REPTree(6)_W': 'weka.classifiers.trees.REPTree'}",0.907
16,578565,2259,{'weka.DTNB(4)_X': '1'},0.9115
16,578593,1789,"{'weka.PART(4)_C': '0.25', 'weka.PART(4)_M': '2', 'weka.PART(4)_Q': '1'}",0.8455
16,578639,1729,{},0.1945
16,578680,1728,"{'weka.HoeffdingTree(4)_L': '2', 'weka.HoeffdingTree(4)_S': '1', 'weka.HoeffdingTree(4)_E': '1.0E-7', 'weka.HoeffdingTree(4)_H': '0.05', 'weka.HoeffdingTree(4)_M': '0.01', 'weka.HoeffdingTree(4)_G': '200.0', 'weka.HoeffdingTree(4)_N': '0.0'}",0.935
16,578718,2264,{'weka.LADTree(7)_B': '10'},0.769
16,578763,1727,"{'weka.LMT(4)_I': '-1', 'weka.LMT(4)_M': '15', 'weka.LMT(4)_W': '0.0'}",0.9525
16,578823,2263,{},0.8345
16,578867,1725,"{'weka.RandomTree(11)_K': '0', 'weka.RandomTree(11)_M': '1.0', 'weka.RandomTree(11)_V': '0.001', 'weka.RandomTree(11)_S': '1'}",0.731
16,578908,1724,"{'weka.REPTree(15)_M': '2', 'weka.REPTree(15)_V': '0.001', 'weka.REPTree(15)_N': '3', 'weka.REPTree(15)_S': '1', 'weka.REPTree(15)_L': '-1', 'weka.REPTree(15)_I': '0.0'}",0.773
16,578965,2010,"{'weka.SimpleLogistic(4)_I': '0', 'weka.SimpleLogistic(4)_M': '500', 'weka.SimpleLogistic(4)_H': '50', 'weka.SimpleLogistic(4)_W': '0.0'}",0.9545
16,579465,3991,"{'weka.AttributeSelectedClassifier_NBTree(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_NBTree(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_NBTree(1)_W': 'weka.classifiers.trees.NBTree'}",0.837
16,579504,3992,"{'weka.RandomTree(11)_K': '0', 'weka.RandomTree(11)_M': '1.0', 'weka.RandomTree(11)_V': '0.001', 'weka.RandomTree(11)_S': '1', 'weka.AttributeSelectedClassifier_RandomTree(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_RandomTree(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_RandomTree(1)_W': 'weka.classifiers.trees.RandomTree'}",0.733
16,579543,3564,"{'weka.J48(33)_C': '0.25', 'weka.J48(33)_M': '2', 'weka.AttributeSelectedClassifier_J48(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_J48(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_J48(1)_W': 'weka.classifiers.trees.J48'}",0.812
16,579582,3993,"{'weka.SimpleLogistic(4)_I': '0', 'weka.SimpleLogistic(4)_M': '500', 'weka.SimpleLogistic(4)_H': '50', 'weka.SimpleLogistic(4)_W': '0.0', 'weka.AttributeSelectedClassifier_SimpleLogistic(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_SimpleLogistic(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_SimpleLogistic(1)_W': 'weka.classifiers.functions.SimpleLogistic'}",0.9525
16,579631,3903,"{'weka.DecisionTable(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.DecisionTable(1)_X': '1'}",0.632
16,579677,3976,"{'weka.JRip(5)_F': '3', 'weka.JRip(5)_N': '2.0', 'weka.JRip(5)_O': '2', 'weka.JRip(5)_S': '1', 'weka.AttributeSelectedClassifier_MultiBoostAB_JRip(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_MultiBoostAB_JRip(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_MultiBoostAB_JRip(1)_W': 'weka.classifiers.meta.MultiBoostAB', 'weka.MultiBoostAB_JRip(3)_C': '3', 'weka.MultiBoostAB_JRip(3)_P': '100', 'weka.MultiBoostAB_JRip(3)_S': '1', 'weka.MultiBoostAB_JRip(3)_I': '10', 'weka.MultiBoostAB_JRip(3)_W': 'weka.classifiers.rules.JRip'}",0.933
16,579688,3978,"{'weka.OneR(18)_B': '6', 'weka.AttributeSelectedClassifier_MultiBoostAB_OneR(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_MultiBoostAB_OneR(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_MultiBoostAB_OneR(1)_W': 'weka.classifiers.meta.MultiBoostAB', 'weka.MultiBoostAB_OneR(3)_C': '3', 'weka.MultiBoostAB_OneR(3)_P': '100', 'weka.MultiBoostAB_OneR(3)_S': '1', 'weka.MultiBoostAB_OneR(3)_I': '10', 'weka.MultiBoostAB_OneR(3)_W': 'weka.classifiers.rules.OneR'}",0.2805
16,579738,3980,"{'weka.J48(33)_C': '0.25', 'weka.J48(33)_M': '2', 'weka.AttributeSelectedClassifier_MultiBoostAB_J48(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_MultiBoostAB_J48(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_MultiBoostAB_J48(1)_W': 'weka.classifiers.meta.MultiBoostAB', 'weka.MultiBoostAB_J48(3)_C': '3', 'weka.MultiBoostAB_J48(3)_P': '100', 'weka.MultiBoostAB_J48(3)_S': '1', 'weka.MultiBoostAB_J48(3)_I': '10', 'weka.MultiBoostAB_J48(3)_W': 'weka.classifiers.trees.J48'}",0.9165
16,579772,3982,"{'weka.RandomTree(11)_K': '0', 'weka.RandomTree(11)_M': '1.0', 'weka.RandomTree(11)_V': '0.001', 'weka.RandomTree(11)_S': '1', 'weka.AttributeSelectedClassifier_MultiBoostAB_RandomTree(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_MultiBoostAB_RandomTree(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_MultiBoostAB_RandomTree(1)_W': 'weka.classifiers.meta.MultiBoostAB', 'weka.MultiBoostAB_RandomTree(3)_C': '3', 'weka.MultiBoostAB_RandomTree(3)_P': '100', 'weka.MultiBoostAB_RandomTree(3)_S': '1', 'weka.MultiBoostAB_RandomTree(3)_I': '10', 'weka.MultiBoostAB_RandomTree(3)_W': 'weka.classifiers.trees.RandomTree'}",0.7455
16,579817,3984,"{'weka.REPTree(15)_M': '2', 'weka.REPTree(15)_V': '0.001', 'weka.REPTree(15)_N': '3', 'weka.REPTree(15)_S': '1', 'weka.REPTree(15)_L': '-1', 'weka.REPTree(15)_I': '0.0', 'weka.AttributeSelectedClassifier_MultiBoostAB_REPTree(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_MultiBoostAB_REPTree(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_MultiBoostAB_REPTree(1)_W': 'weka.classifiers.meta.MultiBoostAB', 'weka.MultiBoostAB_REPTree(3)_C': '3', 'weka.MultiBoostAB_REPTree(3)_P': '100', 'weka.MultiBoostAB_REPTree(3)_S': '1', 'weka.MultiBoostAB_REPTree(3)_I': '10', 'weka.MultiBoostAB_REPTree(3)_W': 'weka.classifiers.trees.REPTree'}",0.9025
16,579928,3905,"{'weka.BayesNet(1)_D': 'true', 'weka.BayesNet(1)_Q': 'weka.classifiers.bayes.net.search.local.K2'}",0.9235
16,580027,3910,"{'weka.IBk(7)_K': '1', 'weka.IBk(7)_W': '0', 'weka.IBk(7)_A': 'true', 'weka.AdaBoostM1_IBk(5)_P': '100', 'weka.AdaBoostM1_IBk(5)_S': '1', 'weka.AdaBoostM1_IBk(5)_I': '10', 'weka.AdaBoostM1_IBk(5)_W': 'weka.classifiers.lazy.IBk'}",0.964
16,580131,2272,"{'weka.Bagging_DecisionStump(3)_P': '100', 'weka.Bagging_DecisionStump(3)_S': '1', 'weka.Bagging_DecisionStump(3)_num-slots': '1', 'weka.Bagging_DecisionStump(3)_I': '10', 'weka.Bagging_DecisionStump(3)_W': 'weka.classifiers.trees.DecisionStump'}",0.198
16,580172,3448,"{'weka.IBk(7)_K': '1', 'weka.IBk(7)_W': '0', 'weka.IBk(7)_A': 'true', 'weka.Bagging_IBk(3)_P': '100', 'weka.Bagging_IBk(3)_S': '1', 'weka.Bagging_IBk(3)_num-slots': '1', 'weka.Bagging_IBk(3)_I': '10', 'weka.Bagging_IBk(3)_W': 'weka.classifiers.lazy.IBk'}",0.9635
16,580204,2269,"{'weka.J48(33)_C': '0.25', 'weka.J48(33)_M': '2', 'weka.Bagging_J48(5)_P': '100', 'weka.Bagging_J48(5)_S': '1', 'weka.Bagging_J48(5)_num-slots': '1', 'weka.Bagging_J48(5)_I': '10', 'weka.Bagging_J48(5)_W': 'weka.classifiers.trees.J48'}",0.901
16,580250,2136,"{'weka.JRip(5)_F': '3', 'weka.JRip(5)_N': '2.0', 'weka.JRip(5)_O': '2', 'weka.JRip(5)_S': '1', 'weka.Bagging_JRip(3)_P': '100', 'weka.Bagging_JRip(3)_S': '1', 'weka.Bagging_JRip(3)_num-slots': '1', 'weka.Bagging_JRip(3)_I': '10', 'weka.Bagging_JRip(3)_W': 'weka.classifiers.rules.JRip'}",0.931
16,580299,2228,"{'weka.PolyKernel(9)_E': '1.0', 'weka.PolyKernel(9)_C': '250007', 'weka.SMO_PolyKernel(11)_C': '1.0', 'weka.SMO_PolyKernel(11)_N': '0', 'weka.SMO_PolyKernel(11)_L': '0.001', 'weka.SMO_PolyKernel(11)_P': '1.0E-12', 'weka.SMO_PolyKernel(11)_V': '-1', 'weka.SMO_PolyKernel(11)_W': '1', 'weka.SMO_PolyKernel(11)_K': 'weka.classifiers.functions.supportVector.PolyKernel'}",0.9635
16,580336,2236,"{'weka.A1DE(28)_F': '1', 'weka.A1DE(28)_M': '1.0'}",0.963
16,580361,2230,"{'weka.SMO_RBFKernel(4)_C': '1.0', 'weka.SMO_RBFKernel(4)_N': '0', 'weka.SMO_RBFKernel(4)_L': '0.001', 'weka.SMO_RBFKernel(4)_P': '1.0E-12', 'weka.SMO_RBFKernel(4)_V': '-1', 'weka.SMO_RBFKernel(4)_W': '1', 'weka.SMO_RBFKernel(4)_K': 'weka.classifiers.functions.supportVector.RBFKernel', 'weka.RBFKernel(4)_G': '0.01', 'weka.RBFKernel(4)_C': '250007'}",0.927
16,580405,3954,"{'weka.AttributeSelectedClassifier_Dagging_DecisionStump(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_Dagging_DecisionStump(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_Dagging_DecisionStump(1)_W': 'weka.classifiers.meta.Dagging', 'weka.Dagging_DecisionStump(4)_F': '10', 'weka.Dagging_DecisionStump(4)_S': '1', 'weka.Dagging_DecisionStump(4)_W': 'weka.classifiers.trees.DecisionStump'}",0.326
16,580451,3956,"{'weka.J48(33)_C': '0.25', 'weka.J48(33)_M': '2', 'weka.AttributeSelectedClassifier_END_ND_J48(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_END_ND_J48(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_END_ND_J48(1)_W': 'weka.classifiers.meta.END', 'weka.END_ND_J48(4)_S': '1', 'weka.END_ND_J48(4)_I': '10', 'weka.END_ND_J48(4)_W': 'weka.classifiers.meta.nestedDichotomies.ND', 'weka.ND_J48(4)_S': '1', 'weka.ND_J48(4)_W': 'weka.classifiers.trees.J48'}",0.9355
16,580492,3962,"{'weka.AttributeSelectedClassifier_RacedIncrementalLogitBoost_DecisionStump(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_RacedIncrementalLogitBoost_DecisionStump(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_RacedIncrementalLogitBoost_DecisionStump(1)_W': 'weka.classifiers.meta.RacedIncrementalLogitBoost', 'weka.RacedIncrementalLogitBoost_DecisionStump(4)_C': '500', 'weka.RacedIncrementalLogitBoost_DecisionStump(4)_M': '2000', 'weka.RacedIncrementalLogitBoost_DecisionStump(4)_V': '1000', 'weka.RacedIncrementalLogitBoost_DecisionStump(4)_P': '1', 'weka.RacedIncrementalLogitBoost_DecisionStump(4)_S': '1', 'weka.RacedIncrementalLogitBoost_DecisionStump(4)_W': 'weka.classifiers.trees.DecisionStump'}",0.4705
16,580535,3970,"{'weka.AttributeSelectedClassifier_MultiBoostAB_DecisionStump(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_MultiBoostAB_DecisionStump(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_MultiBoostAB_DecisionStump(1)_W': 'weka.classifiers.meta.MultiBoostAB', 'weka.MultiBoostAB_DecisionStump(4)_C': '3', 'weka.MultiBoostAB_DecisionStump(4)_P': '100', 'weka.MultiBoostAB_DecisionStump(4)_S': '1', 'weka.MultiBoostAB_DecisionStump(4)_I': '10', 'weka.MultiBoostAB_DecisionStump(4)_W': 'weka.classifiers.trees.DecisionStump'}",0.1945
16,580578,3972,"{'weka.AttributeSelectedClassifier_MultiBoostAB_NaiveBayes(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_MultiBoostAB_NaiveBayes(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_MultiBoostAB_NaiveBayes(1)_W': 'weka.classifiers.meta.MultiBoostAB', 'weka.MultiBoostAB_NaiveBayes(3)_C': '3', 'weka.MultiBoostAB_NaiveBayes(3)_P': '100', 'weka.MultiBoostAB_NaiveBayes(3)_S': '1', 'weka.MultiBoostAB_NaiveBayes(3)_I': '10', 'weka.MultiBoostAB_NaiveBayes(3)_W': 'weka.classifiers.bayes.NaiveBayes'}",0.9435
16,580614,3974,"{'weka.IBk(7)_K': '1', 'weka.IBk(7)_W': '0', 'weka.IBk(7)_A': 'true', 'weka.AttributeSelectedClassifier_MultiBoostAB_IBk(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_MultiBoostAB_IBk(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_MultiBoostAB_IBk(1)_W': 'weka.classifiers.meta.MultiBoostAB', 'weka.MultiBoostAB_IBk(3)_C': '3', 'weka.MultiBoostAB_IBk(3)_P': '100', 'weka.MultiBoostAB_IBk(3)_S': '1', 'weka.MultiBoostAB_IBk(3)_I': '10', 'weka.MultiBoostAB_IBk(3)_W': 'weka.classifiers.lazy.IBk'}",0.965
16,580662,3914,"{'weka.LMT(4)_I': '-1', 'weka.LMT(4)_M': '15', 'weka.LMT(4)_W': '0.0', 'weka.AdaBoostM1_LMT(3)_P': '100', 'weka.AdaBoostM1_LMT(3)_S': '1', 'weka.AdaBoostM1_LMT(3)_I': '10', 'weka.AdaBoostM1_LMT(3)_W': 'weka.classifiers.trees.LMT'}",0.9515
16,580682,3916,"{'weka.AdaBoostM1_NaiveBayes(3)_P': '100', 'weka.AdaBoostM1_NaiveBayes(3)_S': '1', 'weka.AdaBoostM1_NaiveBayes(3)_I': '10', 'weka.AdaBoostM1_NaiveBayes(3)_W': 'weka.classifiers.bayes.NaiveBayes'}",0.9405
16,580711,3918,"{'weka.OneR(18)_B': '6', 'weka.AdaBoostM1_OneR(3)_P': '100', 'weka.AdaBoostM1_OneR(3)_S': '1', 'weka.AdaBoostM1_OneR(3)_I': '10', 'weka.AdaBoostM1_OneR(3)_W': 'weka.classifiers.rules.OneR'}",0.2805
16,580740,3920,"{'weka.RandomTree(11)_K': '0', 'weka.RandomTree(11)_M': '1.0', 'weka.RandomTree(11)_V': '0.001', 'weka.RandomTree(11)_S': '1', 'weka.AdaBoostM1_RandomTree(3)_P': '100', 'weka.AdaBoostM1_RandomTree(3)_S': '1', 'weka.AdaBoostM1_RandomTree(3)_I': '10', 'weka.AdaBoostM1_RandomTree(3)_W': 'weka.classifiers.trees.RandomTree'}",0.73
16,580775,3932,"{'weka.LMT(4)_I': '-1', 'weka.LMT(4)_M': '15', 'weka.LMT(4)_W': '0.0', 'weka.Bagging_LMT(3)_P': '100', 'weka.Bagging_LMT(3)_S': '1', 'weka.Bagging_LMT(3)_num-slots': '1', 'weka.Bagging_LMT(3)_I': '10', 'weka.Bagging_LMT(3)_W': 'weka.classifiers.trees.LMT'}",0.9575
16,580822,3934,"{'weka.Bagging_LWL_DecisionStump(3)_P': '100', 'weka.Bagging_LWL_DecisionStump(3)_S': '1', 'weka.Bagging_LWL_DecisionStump(3)_num-slots': '1', 'weka.Bagging_LWL_DecisionStump(3)_I': '10', 'weka.Bagging_LWL_DecisionStump(3)_W': 'weka.classifiers.lazy.LWL', 'weka.LWL_DecisionStump(4)_A': 'true', 'weka.LWL_DecisionStump(4)_K': '-1', 'weka.LWL_DecisionStump(4)_U': '0', 'weka.LWL_DecisionStump(4)_W': 'weka.classifiers.trees.DecisionStump'}",0.655
16,580826,3939,"{'weka.OneR(18)_B': '6', 'weka.Bagging_OneR(13)_P': '100', 'weka.Bagging_OneR(13)_S': '1', 'weka.Bagging_OneR(13)_num-slots': '1', 'weka.Bagging_OneR(13)_I': '10', 'weka.Bagging_OneR(13)_W': 'weka.classifiers.rules.OneR'}",0.31
16,580861,3960,"{'weka.IterativeClassifierOptimizer_LogitBoost_DecisionStump(2)_L': '50', 'weka.IterativeClassifierOptimizer_LogitBoost_DecisionStump(2)_P': '1', 'weka.IterativeClassifierOptimizer_LogitBoost_DecisionStump(2)_E': '1', 'weka.IterativeClassifierOptimizer_LogitBoost_DecisionStump(2)_I': '1', 'weka.IterativeClassifierOptimizer_LogitBoost_DecisionStump(2)_F': '10', 'weka.IterativeClassifierOptimizer_LogitBoost_DecisionStump(2)_R': '1', 'weka.IterativeClassifierOptimizer_LogitBoost_DecisionStump(2)_W': 'weka.classifiers.meta.LogitBoost', 'weka.IterativeClassifierOptimizer_LogitBoost_DecisionStump(2)_metric': 'RMSE', 'weka.IterativeClassifierOptimizer_LogitBoost_DecisionStump(2)_S': '1', 'weka.LogitBoost_DecisionStump(7)_P': '100', 'weka.LogitBoost_DecisionStump(7)_L': '-1.7976931348623157E308', 'weka.LogitBoost_DecisionStump(7)_H': '1.0', 'weka.LogitBoost_DecisionStump(7)_Z': '3.0', 'weka.LogitBoost_DecisionStump(7)_O': '1', 'weka.LogitBoost_DecisionStump(7)_E': '1', 'weka.LogitBoost_DecisionStump(7)_S': '1', 'weka.LogitBoost_DecisionStump(7)_I': '10', 'weka.LogitBoost_DecisionStump(7)_W': 'weka.classifiers.trees.DecisionStump'}",0.887
16,580898,2151,"{'weka.RandomTree(11)_K': '0', 'weka.RandomTree(11)_M': '1.0', 'weka.RandomTree(11)_V': '0.001', 'weka.RandomTree(11)_S': '1', 'weka.RandomCommittee_RandomTree(4)_S': '1', 'weka.RandomCommittee_RandomTree(4)_num-slots': '1', 'weka.RandomCommittee_RandomTree(4)_I': '10', 'weka.RandomCommittee_RandomTree(4)_W': 'weka.classifiers.trees.RandomTree'}",0.9265
16,580935,2074,"{'weka.LogitBoost_DecisionStump(6)_P': '100', 'weka.LogitBoost_DecisionStump(6)_L': '-1.7976931348623157E308', 'weka.LogitBoost_DecisionStump(6)_H': '1.0', 'weka.LogitBoost_DecisionStump(6)_Z': '3.0', 'weka.LogitBoost_DecisionStump(6)_O': '1', 'weka.LogitBoost_DecisionStump(6)_E': '1', 'weka.LogitBoost_DecisionStump(6)_S': '1', 'weka.LogitBoost_DecisionStump(6)_I': '10', 'weka.LogitBoost_DecisionStump(6)_W': 'weka.classifiers.trees.DecisionStump'}",0.887
16,580972,3955,"{'weka.Dagging_DecisionStump(4)_F': '10', 'weka.Dagging_DecisionStump(4)_S': '1', 'weka.Dagging_DecisionStump(4)_W': 'weka.classifiers.trees.DecisionStump'}",0.3415
16,581016,3973,"{'weka.MultiBoostAB_NaiveBayes(3)_C': '3', 'weka.MultiBoostAB_NaiveBayes(3)_P': '100', 'weka.MultiBoostAB_NaiveBayes(3)_S': '1', 'weka.MultiBoostAB_NaiveBayes(3)_I': '10', 'weka.MultiBoostAB_NaiveBayes(3)_W': 'weka.classifiers.bayes.NaiveBayes'}",0.9395
16,581053,3975,"{'weka.IBk(7)_K': '1', 'weka.IBk(7)_W': '0', 'weka.IBk(7)_A': 'true', 'weka.MultiBoostAB_IBk(3)_C': '3', 'weka.MultiBoostAB_IBk(3)_P': '100', 'weka.MultiBoostAB_IBk(3)_S': '1', 'weka.MultiBoostAB_IBk(3)_I': '10', 'weka.MultiBoostAB_IBk(3)_W': 'weka.classifiers.lazy.IBk'}",0.964
